;modelo;combustivel;preco;ano;km;cor;cambio;cidade;airbag motorista;freios ABS;airbag passageiro;ar-condicionado;direção elétrica;volante com regulagem de altura;travas elétricas;cd player com MP3;entrada USB;vidros elétricos dianteiros;limajuste de alturap. traseiro;desemb. traseiro;alarme;ajuste de altura;distribuição eletrônica de frenagem,;controle de tração;retrovisores elétricos;piloto automático;Kit Multimídia;bancos de couro;limp. traseiro;motor
140;Volkswagen Gol;Flex;23900.0;2010;208.0;Prata;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1000.0
141;Renault Symbol  Privilège;Flex;23900.0;2009;155.985;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1600.0
142;Ford Fiesta Hatch First;Flex;23900.0;2007;216.749;Preto;0;São Paulo;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1600.0
143;Citroën C3 GLX;Flex;23900.0;2007;118.0;Preto;0;Mogi das Cruzes;0;0;0;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1400.0
144;Fiat Idea ELX;Flex;23900.0;2007;185.0;Bege;1;Ribeirão Preto;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1400.0
145;Volkswagen Fusca;Gasolina;23900.0;1986;;Branco;0;Bauru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
146;Peugeot 207 Hatch XS;Flex;23990.0;2009;160.0;Cinza;0;Ribeirão Preto;1;1;1;1;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1600.0
147;Fiat Siena Fire;Flex;23990.0;2009;120.134;Branco;0;Lajeado;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
148;Fiat Siena Fire;Flex;23990.0;2009;120.134;Branco;0;Caxias do Sul;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
149;Fiat Siena Fire;Flex;23990.0;2009;120.134;Branco;0;Lajeado;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
150;Fiat Siena Fire;Flex;23990.0;2009;120.134;Branco;0;Caxias do Sul;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
151;Chevrolet Celta LS;Flex;23999.0;2011;127.0;Prata;0;Avaré;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1000.0
152;Peugeot 207 Hatch XR;Flex;24500.0;2012;160.0;Prata;0;Lins;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1400.0
153;Chevrolet Classic LS VHC E;Flex;24500.0;2010;165.0;Prata;0;Ribeirão Preto;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
154;Volkswagen Gol Power  MI;Flex;24890.0;2004;240.0;Prata;0;Sertãozinho;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
155;Chevrolet Zafira CD;GNV;24890.0;2002;179.0;Cinza;0;Campinas;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;2000.0
156;Ford Ka;Flex;24900.0;2012;88.0;Branco;0;Cascavel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
157;Renault Clio Expression;Flex;24900.0;2012;157.514;Preto;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
158;Ford Ka  Fly;Flex;24900.0;2011;79.456;Prata;1;São José do Rio Preto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
159;Renault Logan Expression;Flex;24900.0;2011;147.0;Prata;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
160;Renault Sandero Authentique;Flex;24900.0;2011;58.0;Vermelho;0;Uberlândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000.0
161;Chevrolet Classic LS VHC E;Flex;24900.0;2010;140.0;Prata;1;Ribeirão Preto;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
162;Fiat Siena EL;Flex;24900.0;2009;156.0;Preto;0;São Bernardo do Campo;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1000.0
163;Chevrolet Celta Spirit  VHCE;Flex;24900.0;2009;124.032;Prata;0;Barra Mansa;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
164;Fiat Siena Fire;Flex;24900.0;2009;169.0;Prata;0;Bragança Paulista;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
165;Citroën C3 Exclusive;Flex;24900.0;2009;128.5;Cinza;0;São Paulo;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1400.0
166;Renault Sandero Expression;Flex;24900.0;2010;206.448;Prata;0;Ribeirão Pires;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1000.0
167;Peugeot 307 Sedan Presence;Flex;24900.0;2009;170.7;Branco;0;Araucária;1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1600.0
168;Fiat Siena Fire;Flex;24900.0;2007;158.68;Preto;0;Bauru;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1000.0
169;Peugeot 307 Sedan Griffe;Flex;24900.0;2007;96.0;Prata;1;São Paulo;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;2000.0
170;Chevrolet Prisma Joy;Flex;24990.0;2010;100.0;Branco;0;Balneário Camboriú;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1000.0
171;Citroën C3 GLX;Flex;24990.0;2007;120.0;Preto;0;Campinas;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1400.0
172;Chevrolet Meriva Joy;Flex;24990.0;2007;192.0;Bege;0;Jundiaí;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1800.0
173;Peugeot 207 Hatch XR;Flex;25000.0;2013;111.111;Cinza;0;Londrina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
174;Ford Ka;Flex;25000.0;2013;105.0;Preto;0;São Paulo;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
175;Chevrolet Classic LS VHC E;Flex;25000.0;2011;119.0;Prata;0;Sinop;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
176;Chevrolet Meriva Joy;Flex;25000.0;2005;151.653;Prata;0;Catanduva;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1800.0
177;Ford Ka;Flex;25500.0;2012;119.5;Vermelho;0;São José dos Pinhais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
178;Fiat Palio Fire;Flex;25699.0;2009;129.141;Vermelho;0;Porto Alegre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
179;Citroën Xsara Picasso GLX;Flex;25700.0;2010;134.0;Prata;0;São Paulo;1;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1600.0
180;Fiat Siena Fire;Flex;25800.0;2009;111.111;Prata;0;São José do Rio Preto;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1000.0
181;Ford Ka;Flex;25800.0;2008;192.909;Preto;0;São José do Rio Preto;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1600.0
182;Volkswagen Fox City;Flex;25800.0;2009;190.0;Vermelho;0;São Paulo;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1000.0
183;Ford Ka;Flex;25800.0;2008;75.0;Preto;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1600.0
184;Citroën C3 XTR;Flex;25889.0;2007;162.0;Prata;0;São Paulo;0;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1600.0
185;Peugeot 207 Hatch XR;Flex;25890.0;2011;121.589;Prata;0;Campinas;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1400.0
186;Nissan Livina S;Flex;25890.0;2010;163.782;Prata;0;Santo André;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1600.0
187;Nissan Sentra;Flex;25890.0;2007;177.0;Preto;0;São José dos Campos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000.0
188;Renault Clio Authentique;Flex;25900.0;2014;86.5;Vermelho;0;São Paulo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
189;Fiat Uno Vivace;Flex;25900.0;2014;11.111;Branco;0;Suzano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
190;Peugeot 207 Sedan 207 Passion Active;Flex;25900.0;2013;160.778;Prata;0;São Bernardo do Campo;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
191;Chevrolet Celta LS;Flex;25900.0;2013;70.0;Branco;0;Jundiaí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
192;Ford Ka;Flex;25900.0;2013;125.0;Preto;0;Pelotas;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
193;Fiat Palio Fire;Flex;25900.0;2012;134.0;Prata;0;Jacareí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
194;Volkswagen Gol;Flex;25900.0;2012;84.0;Preto;0;Campo Grande;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
195;Ford Ka;Flex;25900.0;2012;119.657;Vermelho;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
196;Peugeot 207 Hatch XR;Flex;25900.0;2012;125.084;Prata;0;Santa Maria;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1400.0
197;Fiat Palio Fire;Flex;25900.0;2013;181.0;Branco;0;Catanduva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
198;Chevrolet Celta LS;Flex;25900.0;2012;116.98;Prata;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
199;Fiat Uno Mille Fire Economy;Flex;25900.0;2012;122.0;Azul;0;Rio Branco do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
200;Citroën C3 Exclusive;Flex;25900.0;2011;120.0;Bege;0;Barra Mansa;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1400.0
201;Chevrolet Classic LS VHC E;Flex;25900.0;2011;134.0;Cinza;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
202;Chevrolet Meriva Maxx;Flex;25900.0;2011;200.0;Prata;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
203;Chevrolet Classic LS VHC E;Flex;25900.0;2011;300.0;Branco;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
204;Fiat Uno Vivace;Flex;25900.0;2012;104.0;Prata;0;Sorocaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
205;Peugeot 207 Hatch XR;Flex;25900.0;2012;76.8;Branco;0;Piracicaba;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
206;Citroën C3 GLX;Flex;25900.0;2011;147.0;Vermelho;0;Belo Horizonte;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1400.0
207;Renault Logan Expression;Flex;25900.0;2011;153.0;Prata;0;São Paulo;1;0;0;1;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1000.0
208;Renault Sandero Authentique;Flex;25900.0;2011;134.989;Prata;0;Curitiba;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1000.0
209;Renault Sandero Expression;Flex;25900.0;2011;204.0;Verde;0;Belo Horizonte;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1000.0
210;Ford Fiesta Hatch;Flex;25900.0;2010;180.0;Preto;1;Sertãozinho;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
211;Fiat Siena Fire;Flex;25900.0;2010;145.0;Azul;0;Bauru;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1000.0
212;Chevrolet Classic LS VHC E;Flex;25900.0;2010;124.0;Preto;0;Sertãozinho;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
213;Citroën C3 GLX;Flex;25900.0;2011;166.294;Prata;0;Brasília;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
214;Citroën C3 Plus;Flex;25900.0;2010;121.0;Vermelho;0;Várzea Paulista;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1400.0
215;Ford Fiesta Hatch;Flex;25900.0;2011;122.0;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1000.0
216;Fiat Palio Fire;Flex;25900.0;2010;112.0;Verde;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
217;Citroën C3 GLX;Flex;25900.0;2010;140.0;Azul;0;Bauru;0;0;0;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1400.0
218;Citroën C3 Exclusive;Flex;25900.0;2009;143.0;Vermelho;0;Guarulhos;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1400.0
219;Chevrolet Prisma Joy;Flex;25900.0;2010;107.498;Prata;0;Catanduva;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
220;Volkswagen Fox City;Flex;25900.0;2008;120.1;Cinza;0;Sorocaba;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1000.0
221;Fiat Palio Fire;Flex;25900.0;2008;184.742;Preto;0;Praia Grande;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
222;Fiat Idea ELX;Flex;25900.0;2009;150.0;Prata;0;Mirassol;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1400.0
223;Peugeot 307 Sedan Presence Pack;Flex;25900.0;2008;230.0;Preto;0;Brasília;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1600.0
224;Citroën C3 GLX;Flex;25900.0;2009;132.0;Preto;0;Farroupilha;0;0;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;1;1400.0
225;Ford Focus Hatch GL;Flex;25900.0;2008;157.0;Prata;0;São Paulo;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1600.0
226;Volkswagen Gol Trend;Flex;25900.0;2008;156.0;Prata;0;São José dos Campos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000.0
227;Chevrolet Prisma Maxx;Flex;25900.0;2008;130.0;Vermelho;0;Alvorada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1400.0
228;Chevrolet Corsa Hatch Maxx;Flex;25900.0;2009;183.743;Prata;0;São José dos Campos;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1400.0
229;Citroën C3 XTR;Flex;25900.0;2007;106.454;Prata;0;Joinville;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1600.0
230;Volkswagen Fox Plus;Flex;25900.0;2007;180.0;Preto;0;Cascavel;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1000.0
231;Volkswagen Fox City;Flex;25900.0;2007;180.0;Prata;0;Piracicaba;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1000.0
232;Fiat Palio ELX;Flex;25900.0;2007;131.0;Verde;0;Rio Grande;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1000.0
233;Ford Fiesta Sedan;Flex;25900.0;2008;184.0;Preto;0;Conselheiro Lafaiete;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1600.0
234;Chevrolet Meriva Maxx;Flex;25900.0;2008;107.0;Preto;0;Porto Alegre;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1800.0
235;Chevrolet Astra Sedan Advantage;Flex;25900.0;2007;171.0;Cinza;0;São Paulo;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;2000.0
236;Chevrolet Astra Hatch Advantage;Flex;25900.0;2006;172.301;Preto;0;Uberaba;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2000.0
237;Fiat Palio Weekend Adventure;Flex;25900.0;2006;193.663;Prata;0;Sorocaba;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1800.0
238;Volkswagen Fox Plus;Flex;25900.0;2006;195.0;Preto;0;São José dos Campos;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1600.0
239;Volkswagen Parati City  MI;Flex;25900.0;2004;137.0;Branco;0;Bauru;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1600.0
240;Honda Fit LX;Gasolina;25900.0;2004;116.951;Prata;0;Uberlândia;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1400.0
241;Volkswagen CrossFox;GNV;25900.0;2004;106.0;Prata;0;Barra Mansa;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
242;Volkswagen Golf  MI;Gasolina;25900.0;2002;296.0;Branco;0;Curitiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
243;Ford Fiesta Hatch;Flex;25990.0;2011;199.0;Preto;0;Guarulhos;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1000.0
244;Ford Fiesta Hatch;Flex;25990.0;2012;115.0;Preto;0;São Paulo;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1000.0
245;Chevrolet Celta LT;Flex;25990.0;2012;152.717;Preto;0;Belo Horizonte;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1000.0
246;Chevrolet Classic LS VHC E;Flex;25990.0;2010;182.0;Cinza;0;Campinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
247;Renault Sandero Expression;Flex;25990.0;2010;214.003;Cinza;0;Valparaíso de Goiás;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
248;Renault Sandero Expression;Flex;25990.0;2010;140.0;Vermelho;0;Campinas;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1000.0
249;Nissan Tiida S;Flex;25990.0;2010;173.376;Preto;0;Brasília;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800.0
250;Chevrolet Celta Spirit  VHCE;Flex;25990.0;2009;216.0;Preto;0;Bauru;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1000.0
251;Fiat Siena Fire;Flex;25990.0;2009;187.237;Prata;0;Campinas;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1000.0
252;Renault Sandero Privilège  Hi-Torque;Flex;25990.0;2009;148.0;Prata;0;Jundiaí;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1600.0
253;Volkswagen Fox Plus;Flex;25990.0;2009;210.0;Prata;0;Campinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
254;Chevrolet Meriva Joy;Flex;25990.0;2007;149.0;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1800.0
255;Fiat Palio Weekend Adventure;Flex;25990.0;2006;237.763;Preto;0;Campinas;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1800.0
256;Volkswagen Fox Plus;Flex;25990.0;2006;210.0;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1600.0
257;Volkswagen Fox Plus;Flex;25990.0;2004;164.0;Verde;0;Mogi das Cruzes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
258;Ford Fiesta Hatch;Flex;25999.0;2012;101.254;Preto;0;São José do Rio Preto;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1000.0
259;Citroën C3 Exclusive;Flex;25999.0;2009;144.0;Preto;0;São Bernardo do Campo;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1400.0
260;Ford Ka;Flex;26000.0;2012;101.0;Preto;0;Vilhena;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
261;Citroën C3 GLX;Flex;26000.0;2010;110.0;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1400.0
262;Ford Fiesta Hatch;Flex;26000.0;2009;142.0;Verde;0;Palhoça;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1600.0
263;Volkswagen Gol;Flex;26000.0;2008;208.0;Cinza;0;Lençóis Paulista;1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1000.0
264;Volkswagen Parati Track Field  MI;Flex;26000.0;2006;150.0;Preto;0;Sinop;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
265;Volkswagen Polo Sedan;MultiFlex (Alc;26300.0;2006;187.0;Prata;0;Blumenau;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1600.0
266;Ford Fiesta Hatch Trail;Flex;26499.0;2008;149.0;Branco;0;Fernandópolis;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1000.0
267;Chevrolet Celta Spirit  VHCE;Flex;26500.0;2010;145.0;Vermelho;0;Rio Branco;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;1;0;1;1000.0
268;Fiat Palio ELX;Flex;26500.0;2007;148.0;Preto;0;Guarulhos;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1400.0
269;Chevrolet Astra Sedan Advantage;Flex;26500.0;2006;176.785;Vermelho;0;Aparecida de Goiânia;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;2000.0
270;Fiat Palio ELX;Flex;26600.0;2010;111.0;Branco;0;São Carlos;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;1000.0
271;Citroën C3 GLX;Flex;26790.0;2011;97.585;Prata;0;São Paulo;0;0;0;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;1;1400.0
272;Renault Sandero Privilège;Flex;26790.0;2008;154.923;Prata;0;Mogi das Cruzes;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1600.0
273;Volkswagen Gol;Flex;26800.0;2013;138.0;Branco;0;Bauru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
274;Volkswagen Gol;Flex;26800.0;2013;141.0;Branco;0;Botucatu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000.0
275;Chevrolet Classic LS VHC E;Flex;26800.0;2011;132.21;Branco;0;Campo Grande;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000.0
276;Citroën C3 GLX;Flex;26800.0;2009;96.0;Cinza;0;Guarulhos;0;0;0;1;0;1;1;0;1;1;0;1;1;1;0;0;1;0;0;0;1;1400.0
277;Volkswagen Fox Plus;Flex;25990.0;2004;164.0;Verde;0;Mogi das Cruzes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1600.0
278;Ford Fiesta Hatch;Flex;25999.0;2012;101.254;Preto;0;São José do Rio Preto;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1000.0
279;Citroën C3 Exclusive;Flex;25999.0;2009;144.0;Preto;0;São Bernardo do Campo;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1400.0
280;Ford Ka;Flex;26000.0;2012;101.0;Preto;0;Vilhena;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1000.0
281;Citroën C3 GLX;Flex;26000.0;2010;110.0;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1400.0
282;Ford Fiesta Hatch;Flex;26000.0;2009;142.0;Verde;0;Palhoça;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1600.0
283;Volkswagen Gol;Flex;26000.0;2008;208.0;Cinza;0;Lençóis Paulista;1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1000.0
284;Volkswagen Parati Track Field  MI;Flex;26000.0;2006;150.0;Preto;0;Sinop;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1600.0
285;Volkswagen Polo Sedan;MultiFlex (Alc;26300.0;2006;187.0;Prata;0;Blumenau;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1600.0
286;Ford Fiesta Hatch Trail;Flex;26499.0;2008;149.0;Branco;0;Fernandópolis;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1000.0
287;Chevrolet Celta Spirit  VHCE;Flex;26500.0;2010;145.0;Vermelho;0;Rio Branco;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;1;0;1;1000.0
288;Fiat Palio ELX;Flex;26500.0;2007;148.0;Preto;0;Guarulhos;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1400.0
289;Chevrolet Astra Sedan Advantage;Flex;26500.0;2006;176.785;Vermelho;0;Aparecida de Goiânia;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;2000.0
290;Fiat Palio ELX;Flex;26600.0;2010;111.0;Branco;0;São Carlos;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;1000.0
